Step       0 (bc0.0)s   | [R_te] min: 985.83          max: 995.98         Avg: 991.48 (0.75)       | [MSE_tr]  0.2193    | w_noise: [0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368]
Step    1000 (bc19.6)s  | [R_te] min: 497.10          max: 2329.88        Avg: 1606.63 (202.03)    | [MSE_tr]  0.1427    | w_noise: [0.312 0.312 0.311 0.313 0.319 0.357 0.368 0.415 0.428 0.439]
Step    2000 (bc17.9)s  | [R_te] min: 402.50          max: 1432.60        Avg: 703.86 (111.01)     | [MSE_tr]  0.1348    | w_noise: [0.244 0.245 0.243 0.245 0.252 0.300 0.320 0.419 0.451 0.468]
Step    3000 (bc18.7)s  | [R_te] min: 205.13          max: 755.70         Avg: 482.38 (59.34)      | [MSE_tr]  0.1320    | w_noise: [0.187 0.188 0.187 0.188 0.194 0.248 0.267 0.395 0.445 0.462]
Step    4000 (bc18.7)s  | [R_te] min: 399.08          max: 694.66         Avg: 489.53 (29.28)      | [MSE_tr]  0.1300    | w_noise: [0.142 0.143 0.142 0.142 0.150 0.203 0.222 0.361 0.422 0.441]
Step    5000 (bc17.3)s  | [R_te] min: 331.09          max: 965.63         Avg: 544.75 (57.97)      | [MSE_tr]  0.1279    | w_noise: [0.107 0.108 0.107 0.108 0.116 0.167 0.187 0.334 0.397 0.413]
Step    6000 (bc17.6)s  | [R_te] min: 290.35          max: 634.02         Avg: 471.07 (29.61)      | [MSE_tr]  0.1260    | w_noise: [0.081 0.081 0.081 0.082 0.090 0.141 0.161 0.309 0.373 0.388]
Step    7000 (bc18.6)s  | [R_te] min: 441.41          max: 1568.86        Avg: 663.63 (106.87)     | [MSE_tr]  0.1247    | w_noise: [0.061 0.061 0.061 0.062 0.071 0.122 0.141 0.285 0.355 0.370]
Step    8000 (bc18.6)s  | [R_te] min: 450.68          max: 2201.28        Avg: 821.93 (202.19)     | [MSE_tr]  0.1234    | w_noise: [0.046 0.046 0.046 0.048 0.056 0.107 0.127 0.269 0.336 0.352]
Step    9000 (bc19.1)s  | [R_te] min: 315.88          max: 3043.31        Avg: 1185.07 (294.99)    | [MSE_tr]  0.1217    | w_noise: [0.034 0.035 0.035 0.037 0.046 0.096 0.116 0.254 0.322 0.339]
Step   10000 (bc19.0)s  | [R_te] min: 371.64          max: 2734.22        Avg: 1099.91 (274.35)    | [MSE_tr]  0.1198    | w_noise: [0.026 0.026 0.026 0.029 0.038 0.088 0.108 0.245 0.311 0.327]
Step   11000 (bc18.4)s  | [R_te] min: 439.07          max: 647.92         Avg: 532.33 (19.11)      | [MSE_tr]  0.1189    | w_noise: [0.020 0.020 0.020 0.023 0.033 0.082 0.101 0.236 0.302 0.319]
Step   12000 (bc18.4)s  | [R_te] min: 442.94          max: 3210.94        Avg: 1050.65 (293.35)    | [MSE_tr]  0.1179    | w_noise: [0.015 0.015 0.015 0.019 0.029 0.077 0.095 0.228 0.294 0.310]
Step   13000 (bc18.2)s  | [R_te] min: 397.19          max: 2667.08        Avg: 1110.55 (300.51)    | [MSE_tr]  0.1164    | w_noise: [0.011 0.012 0.012 0.016 0.026 0.073 0.091 0.222 0.290 0.307]
Step   14000 (bc18.2)s  | [R_te] min: 524.89          max: 2862.88        Avg: 1157.11 (241.36)    | [MSE_tr]  0.1151    | w_noise: [0.009 0.009 0.009 0.013 0.023 0.070 0.089 0.218 0.285 0.305]
Step   15000 (bc18.2)s  | [R_te] min: 331.42          max: 1720.65        Avg: 756.61 (126.95)     | [MSE_tr]  0.1141    | w_noise: [0.007 0.007 0.007 0.012 0.022 0.068 0.086 0.214 0.280 0.301]
Step   16000 (bc19.3)s  | [R_te] min: 379.39          max: 3298.17        Avg: 846.45 (266.98)     | [MSE_tr]  0.1130    | w_noise: [0.005 0.006 0.006 0.011 0.021 0.066 0.084 0.212 0.275 0.299]
Step   17000 (bc18.6)s  | [R_te] min: 360.19          max: 3187.91        Avg: 1489.15 (386.95)    | [MSE_tr]  0.1118    | w_noise: [0.004 0.005 0.005 0.010 0.020 0.064 0.082 0.210 0.272 0.297]
Step   18000 (bc18.9)s  | [R_te] min: 356.48          max: 2941.77        Avg: 983.70 (281.96)     | [MSE_tr]  0.1113    | w_noise: [0.003 0.004 0.004 0.009 0.019 0.063 0.081 0.207 0.271 0.296]
