Step       0 (bc0.0)s   | [R_te] min: 991.58          max: 1001.45        Avg: 995.87 (0.81)       | [MSE_tr]  0.2189    | w_noise: [0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368]
Step    1000 (bc18.0)s  | [R_te] min: 446.79          max: 623.88         Avg: 539.96 (15.19)      | [MSE_tr]  0.1419    | w_noise: [0.311 0.312 0.312 0.314 0.319 0.357 0.369 0.417 0.429 0.440]
Step    2000 (bc17.9)s  | [R_te] min: 243.10          max: 857.65         Avg: 415.45 (51.97)      | [MSE_tr]  0.1350    | w_noise: [0.244 0.245 0.244 0.245 0.252 0.302 0.319 0.421 0.450 0.468]
Step    3000 (bc18.1)s  | [R_te] min: 224.09          max: 1066.05        Avg: 524.31 (67.70)      | [MSE_tr]  0.1319    | w_noise: [0.187 0.188 0.188 0.188 0.195 0.248 0.265 0.395 0.444 0.465]
Step    4000 (bc17.2)s  | [R_te] min: 232.67          max: 1872.20        Avg: 697.10 (158.50)     | [MSE_tr]  0.1299    | w_noise: [0.142 0.142 0.143 0.143 0.150 0.203 0.221 0.366 0.424 0.440]
Step    5000 (bc16.4)s  | [R_te] min: 346.93          max: 746.49         Avg: 469.48 (34.47)      | [MSE_tr]  0.1281    | w_noise: [0.108 0.108 0.108 0.108 0.116 0.169 0.187 0.335 0.399 0.413]
Step    6000 (bc16.3)s  | [R_te] min: 328.38          max: 1210.55        Avg: 680.39 (83.42)      | [MSE_tr]  0.1263    | w_noise: [0.081 0.081 0.081 0.082 0.090 0.142 0.160 0.309 0.375 0.386]
Step    7000 (bc16.5)s  | [R_te] min: 352.39          max: 2436.59        Avg: 1245.73 (228.64)    | [MSE_tr]  0.1249    | w_noise: [0.061 0.061 0.061 0.063 0.070 0.123 0.140 0.286 0.354 0.363]
Step    8000 (bc16.3)s  | [R_te] min: 550.56          max: 1705.15        Avg: 1012.21 (130.00)    | [MSE_tr]  0.1232    | w_noise: [0.046 0.046 0.046 0.048 0.056 0.107 0.125 0.269 0.336 0.348]
Step    9000 (bc16.1)s  | [R_te] min: 254.28          max: 2342.83        Avg: 1025.06 (237.90)    | [MSE_tr]  0.1214    | w_noise: [0.034 0.035 0.035 0.037 0.046 0.096 0.115 0.256 0.321 0.336]
Step   10000 (bc16.4)s  | [R_te] min: 422.38          max: 2125.26        Avg: 1003.95 (182.90)    | [MSE_tr]  0.1205    | w_noise: [0.026 0.026 0.026 0.029 0.038 0.088 0.107 0.246 0.309 0.326]
Step   11000 (bc16.5)s  | [R_te] min: 411.29          max: 1655.24        Avg: 818.01 (142.20)     | [MSE_tr]  0.1190    | w_noise: [0.020 0.020 0.020 0.023 0.033 0.082 0.100 0.236 0.299 0.322]
Step   12000 (bc16.4)s  | [R_te] min: 415.18          max: 3694.60        Avg: 1063.73 (301.36)    | [MSE_tr]  0.1176    | w_noise: [0.015 0.015 0.015 0.019 0.028 0.077 0.095 0.229 0.294 0.313]
Step   13000 (bc16.3)s  | [R_te] min: 470.32          max: 2739.37        Avg: 1268.47 (274.52)    | [MSE_tr]  0.1163    | w_noise: [0.011 0.011 0.012 0.016 0.026 0.073 0.091 0.224 0.287 0.311]
Step   14000 (bc16.4)s  | [R_te] min: 394.14          max: 3445.28        Avg: 1612.13 (326.52)    | [MSE_tr]  0.1148    | w_noise: [0.009 0.009 0.009 0.013 0.023 0.070 0.089 0.220 0.282 0.305]
Step   15000 (bc16.3)s  | [R_te] min: 429.12          max: 3396.30        Avg: 1071.89 (328.30)    | [MSE_tr]  0.1138    | w_noise: [0.007 0.007 0.007 0.012 0.022 0.067 0.086 0.215 0.279 0.301]
Step   16000 (bc16.4)s  | [R_te] min: 426.06          max: 3082.38        Avg: 1632.10 (296.86)    | [MSE_tr]  0.1126    | w_noise: [0.005 0.006 0.006 0.010 0.020 0.065 0.084 0.212 0.276 0.298]
Step   17000 (bc16.4)s  | [R_te] min: 396.71          max: 3282.14        Avg: 1464.86 (329.50)    | [MSE_tr]  0.1120    | w_noise: [0.004 0.004 0.005 0.010 0.019 0.064 0.082 0.209 0.274 0.297]
Step   18000 (bc16.3)s  | [R_te] min: 579.25          max: 2475.49        Avg: 1497.84 (260.27)    | [MSE_tr]  0.1107    | w_noise: [0.003 0.004 0.004 0.009 0.018 0.062 0.080 0.207 0.270 0.296]
Step   19000 (bc16.3)s  | [R_te] min: 336.75          max: 2875.04        Avg: 1166.86 (261.41)    | [MSE_tr]  0.1098    | w_noise: [0.003 0.003 0.003 0.008 0.018 0.061 0.079 0.205 0.268 0.293]
Step   20000 (bc16.3)s  | [R_te] min: 520.20          max: 3734.81        Avg: 2034.06 (397.14)    | [MSE_tr]  0.1092    | w_noise: [0.002 0.003 0.003 0.008 0.017 0.060 0.079 0.204 0.268 0.292]
Step   21000 (bc15.8)s  | [R_te] min: 434.10          max: 2765.28        Avg: 1601.07 (292.08)    | [MSE_tr]  0.1085    | w_noise: [0.002 0.002 0.003 0.008 0.017 0.059 0.077 0.203 0.266 0.289]
Step   22000 (bc16.2)s  | [R_te] min: 479.19          max: 3148.17        Avg: 1411.01 (330.08)    | [MSE_tr]  0.1078    | w_noise: [0.002 0.002 0.002 0.007 0.016 0.059 0.077 0.203 0.264 0.288]
Step   23000 (bc16.0)s  | [R_te] min: 342.56          max: 3085.80        Avg: 1401.02 (379.30)    | [MSE_tr]  0.1072    | w_noise: [0.002 0.002 0.002 0.007 0.016 0.058 0.076 0.202 0.265 0.287]
Step   24000 (bc15.8)s  | [R_te] min: 279.26          max: 2767.31        Avg: 1582.76 (315.37)    | [MSE_tr]  0.1064    | w_noise: [0.002 0.002 0.002 0.007 0.016 0.058 0.076 0.201 0.263 0.285]
Step   25000 (bc16.3)s  | [R_te] min: 461.25          max: 3615.09        Avg: 1552.37 (417.54)    | [MSE_tr]  0.1060    | w_noise: [0.001 0.002 0.002 0.007 0.016 0.057 0.075 0.200 0.261 0.285]
Step   26000 (bc15.9)s  | [R_te] min: 527.93          max: 2936.43        Avg: 1747.04 (284.46)    | [MSE_tr]  0.1049    | w_noise: [0.001 0.002 0.002 0.007 0.015 0.057 0.075 0.199 0.261 0.284]
Step   27000 (bc15.7)s  | [R_te] min: 349.76          max: 2474.55        Avg: 988.50 (225.33)     | [MSE_tr]  0.1049    | w_noise: [0.001 0.002 0.002 0.006 0.015 0.056 0.075 0.198 0.260 0.285]
Step   28000 (bc15.7)s  | [R_te] min: 540.96          max: 3330.22        Avg: 2177.00 (326.27)    | [MSE_tr]  0.1040    | w_noise: [0.001 0.001 0.002 0.006 0.015 0.057 0.074 0.197 0.262 0.281]
Step   29000 (bc15.6)s  | [R_te] min: 302.00          max: 947.14         Avg: 532.48 (55.30)      | [MSE_tr]  0.1036    | w_noise: [0.001 0.001 0.002 0.006 0.015 0.056 0.074 0.197 0.262 0.282]
Step   30000 (bc15.8)s  | [R_te] min: 612.35          max: 2864.19        Avg: 1831.33 (220.75)    | [MSE_tr]  0.1031    | w_noise: [0.001 0.001 0.002 0.006 0.015 0.056 0.074 0.197 0.263 0.282]
Step   31000 (bc15.7)s  | [R_te] min: 375.83          max: 3112.17        Avg: 1888.45 (315.53)    | [MSE_tr]  0.1027    | w_noise: [0.001 0.001 0.002 0.006 0.015 0.056 0.074 0.197 0.260 0.282]
Step   32000 (bc15.8)s  | [R_te] min: 506.12          max: 3274.58        Avg: 2031.36 (295.65)    | [MSE_tr]  0.1021    | w_noise: [0.001 0.001 0.002 0.006 0.014 0.056 0.074 0.196 0.260 0.281]
Step   33000 (bc16.1)s  | [R_te] min: 230.05          max: 3413.49        Avg: 1889.84 (381.06)    | [MSE_tr]  0.1017    | w_noise: [0.001 0.001 0.001 0.006 0.014 0.056 0.074 0.197 0.262 0.282]
