Step       0 (bc0.0)s   | [R_te] min: 993.87          max: 1004.67        Avg: 999.22 (0.89)       | [MSE_tr]  0.2188    | w_noise: [0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368]
Step    1000 (bc17.7)s  | [R_te] min: 508.32          max: 1903.83        Avg: 796.12 (139.97)     | [MSE_tr]  0.1423    | w_noise: [0.311 0.311 0.311 0.313 0.319 0.358 0.369 0.416 0.428 0.440]
Step    2000 (bc17.7)s  | [R_te] min: 385.00          max: 632.29         Avg: 506.28 (22.96)      | [MSE_tr]  0.1348    | w_noise: [0.245 0.244 0.244 0.245 0.252 0.302 0.318 0.422 0.452 0.471]
Step    3000 (bc17.8)s  | [R_te] min: 304.71          max: 534.54         Avg: 416.77 (20.62)      | [MSE_tr]  0.1324    | w_noise: [0.187 0.187 0.188 0.188 0.195 0.248 0.266 0.398 0.444 0.463]
Step    4000 (bc17.8)s  | [R_te] min: 338.18          max: 607.61         Avg: 481.30 (23.43)      | [MSE_tr]  0.1303    | w_noise: [0.142 0.143 0.143 0.143 0.150 0.203 0.221 0.367 0.422 0.439]
Step    5000 (bc17.6)s  | [R_te] min: 426.88          max: 660.49         Avg: 526.71 (25.07)      | [MSE_tr]  0.1285    | w_noise: [0.107 0.108 0.108 0.108 0.115 0.168 0.188 0.337 0.396 0.411]
Step    6000 (bc17.7)s  | [R_te] min: 480.71          max: 1535.79        Avg: 737.74 (104.88)     | [MSE_tr]  0.1265    | w_noise: [0.081 0.081 0.082 0.082 0.090 0.142 0.162 0.308 0.372 0.385]
Step    7000 (bc17.6)s  | [R_te] min: 326.34          max: 704.55         Avg: 524.86 (38.82)      | [MSE_tr]  0.1250    | w_noise: [0.061 0.061 0.062 0.062 0.070 0.122 0.142 0.286 0.349 0.368]
Step    8000 (bc17.7)s  | [R_te] min: 471.29          max: 1061.31        Avg: 586.05 (52.67)      | [MSE_tr]  0.1233    | w_noise: [0.046 0.046 0.046 0.048 0.056 0.107 0.126 0.269 0.332 0.354]
Step    9000 (bc17.8)s  | [R_te] min: 329.69          max: 2002.79        Avg: 652.27 (146.64)     | [MSE_tr]  0.1216    | w_noise: [0.035 0.035 0.035 0.037 0.046 0.096 0.116 0.257 0.320 0.340]
Step   10000 (bc17.8)s  | [R_te] min: 209.03          max: 1592.75        Avg: 663.36 (107.76)     | [MSE_tr]  0.1201    | w_noise: [0.026 0.026 0.027 0.029 0.038 0.087 0.108 0.246 0.312 0.330]
Step   11000 (bc17.8)s  | [R_te] min: 523.03          max: 1329.96        Avg: 747.84 (93.13)      | [MSE_tr]  0.1187    | w_noise: [0.020 0.020 0.020 0.023 0.033 0.081 0.100 0.238 0.304 0.321]
Step   12000 (bc17.7)s  | [R_te] min: 430.23          max: 1132.30        Avg: 630.41 (61.80)      | [MSE_tr]  0.1174    | w_noise: [0.015 0.015 0.015 0.019 0.029 0.076 0.095 0.231 0.297 0.314]
Step   13000 (bc18.0)s  | [R_te] min: 476.46          max: 670.50         Avg: 551.70 (21.20)      | [MSE_tr]  0.1157    | w_noise: [0.011 0.011 0.012 0.016 0.026 0.072 0.091 0.223 0.291 0.308]
Step   14000 (bc17.7)s  | [R_te] min: 447.63          max: 990.13         Avg: 623.51 (47.19)      | [MSE_tr]  0.1150    | w_noise: [0.009 0.009 0.009 0.013 0.023 0.069 0.088 0.220 0.285 0.305]
Step   15000 (bc17.7)s  | [R_te] min: 460.37          max: 3852.28        Avg: 1195.92 (405.77)    | [MSE_tr]  0.1138    | w_noise: [0.007 0.007 0.007 0.012 0.022 0.067 0.085 0.216 0.280 0.301]
Step   16000 (bc17.6)s  | [R_te] min: 428.08          max: 1255.16        Avg: 698.86 (96.48)      | [MSE_tr]  0.1127    | w_noise: [0.005 0.005 0.006 0.010 0.020 0.065 0.083 0.211 0.278 0.298]
Step   17000 (bc17.7)s  | [R_te] min: 482.81          max: 3013.52        Avg: 2011.02 (316.54)    | [MSE_tr]  0.1116    | w_noise: [0.004 0.004 0.005 0.009 0.019 0.063 0.082 0.209 0.275 0.296]
Step   18000 (bc17.7)s  | [R_te] min: 430.71          max: 938.91         Avg: 535.54 (46.79)      | [MSE_tr]  0.1112    | w_noise: [0.003 0.004 0.004 0.009 0.018 0.062 0.081 0.207 0.273 0.294]
Step   19000 (bc17.7)s  | [R_te] min: 475.36          max: 2341.81        Avg: 1155.21 (218.71)    | [MSE_tr]  0.1104    | w_noise: [0.003 0.003 0.003 0.008 0.018 0.061 0.079 0.205 0.270 0.291]
Step   20000 (bc17.8)s  | [R_te] min: 287.56          max: 3491.44        Avg: 1363.02 (357.16)    | [MSE_tr]  0.1093    | w_noise: [0.002 0.003 0.003 0.008 0.017 0.060 0.078 0.204 0.266 0.292]
Step   21000 (bc17.6)s  | [R_te] min: 446.81          max: 3793.97        Avg: 1020.26 (317.68)    | [MSE_tr]  0.1085    | w_noise: [0.002 0.002 0.002 0.007 0.016 0.059 0.077 0.202 0.267 0.289]
Step   22000 (bc17.5)s  | [R_te] min: 458.25          max: 3773.98        Avg: 2600.85 (385.58)    | [MSE_tr]  0.1078    | w_noise: [0.002 0.002 0.002 0.007 0.016 0.059 0.076 0.201 0.267 0.287]
Step   23000 (bc17.7)s  | [R_te] min: 383.80          max: 3787.81        Avg: 2485.25 (444.13)    | [MSE_tr]  0.1071    | w_noise: [0.001 0.002 0.002 0.007 0.016 0.058 0.076 0.200 0.265 0.289]
Step   24000 (bc17.8)s  | [R_te] min: 312.88          max: 2768.09        Avg: 802.06 (238.91)     | [MSE_tr]  0.1064    | w_noise: [0.001 0.002 0.002 0.006 0.015 0.057 0.075 0.198 0.263 0.288]
Step   25000 (bc17.8)s  | [R_te] min: 299.60          max: 3772.56        Avg: 2243.51 (475.97)    | [MSE_tr]  0.1058    | w_noise: [0.001 0.001 0.002 0.006 0.015 0.057 0.074 0.198 0.263 0.286]
Step   26000 (bc17.8)s  | [R_te] min: 390.54          max: 3219.91        Avg: 1459.51 (332.04)    | [MSE_tr]  0.1053    | w_noise: [0.001 0.001 0.002 0.006 0.015 0.056 0.074 0.197 0.261 0.285]
Step   27000 (bc17.8)s  | [R_te] min: 418.53          max: 3822.83        Avg: 1711.50 (418.09)    | [MSE_tr]  0.1047    | w_noise: [0.001 0.001 0.002 0.006 0.015 0.056 0.074 0.196 0.261 0.285]
Step   28000 (bc17.9)s  | [R_te] min: 393.63          max: 2951.98        Avg: 1573.33 (321.82)    | [MSE_tr]  0.1044    | w_noise: [0.001 0.001 0.001 0.006 0.014 0.056 0.074 0.195 0.260 0.283]
Step   29000 (bc17.5)s  | [R_te] min: 488.81          max: 3790.56        Avg: 2929.50 (387.64)    | [MSE_tr]  0.1032    | w_noise: [0.001 0.001 0.001 0.006 0.014 0.055 0.073 0.197 0.258 0.283]
Step   30000 (bc17.9)s  | [R_te] min: 333.65          max: 3645.06        Avg: 1654.03 (472.24)    | [MSE_tr]  0.1029    | w_noise: [0.001 0.001 0.001 0.006 0.014 0.055 0.073 0.196 0.257 0.281]
Step   31000 (bc17.8)s  | [R_te] min: 374.87          max: 3309.81        Avg: 2016.10 (345.15)    | [MSE_tr]  0.1027    | w_noise: [0.001 0.001 0.001 0.005 0.014 0.055 0.072 0.195 0.257 0.280]
Step   32000 (bc17.7)s  | [R_te] min: 393.87          max: 3565.12        Avg: 1556.96 (408.22)    | [MSE_tr]  0.1023    | w_noise: [0.001 0.001 0.001 0.005 0.014 0.055 0.072 0.195 0.258 0.282]
Step   33000 (bc17.8)s  | [R_te] min: 205.52          max: 3850.81        Avg: 794.80 (325.51)     | [MSE_tr]  0.1018    | w_noise: [0.001 0.001 0.001 0.005 0.014 0.054 0.072 0.195 0.258 0.281]
Step   34000 (bc17.7)s  | [R_te] min: 225.39          max: 3789.60        Avg: 968.53 (364.52)     | [MSE_tr]  0.1012    | w_noise: [0.001 0.001 0.001 0.005 0.014 0.054 0.072 0.194 0.258 0.283]
Step   35000 (bc17.8)s  | [R_te] min: 399.97          max: 3690.11        Avg: 1654.70 (448.48)    | [MSE_tr]  0.1013    | w_noise: [0.001 0.001 0.001 0.005 0.013 0.054 0.071 0.194 0.257 0.283]
Step   36000 (bc17.8)s  | [R_te] min: 247.74          max: 3443.17        Avg: 754.74 (289.53)     | [MSE_tr]  0.1005    | w_noise: [0.001 0.001 0.001 0.005 0.013 0.054 0.071 0.195 0.257 0.282]
Step   37000 (bc17.9)s  | [R_te] min: 382.15          max: 3762.82        Avg: 2068.07 (457.34)    | [MSE_tr]  0.1003    | w_noise: [0.001 0.001 0.001 0.005 0.013 0.053 0.071 0.194 0.258 0.282]
Step   38000 (bc17.8)s  | [R_te] min: 309.58          max: 3949.63        Avg: 2273.26 (479.25)    | [MSE_tr]  0.0999    | w_noise: [0.001 0.001 0.001 0.005 0.013 0.053 0.070 0.194 0.259 0.280]
Step   39000 (bc17.7)s  | [R_te] min: 407.37          max: 3759.68        Avg: 2395.05 (447.79)    | [MSE_tr]  0.0997    | w_noise: [0.001 0.001 0.001 0.005 0.013 0.053 0.070 0.194 0.258 0.279]
Step   40000 (bc17.8)s  | [R_te] min: 221.79          max: 3756.36        Avg: 1954.66 (443.98)    | [MSE_tr]  0.0991    | w_noise: [0.001 0.001 0.001 0.005 0.013 0.053 0.070 0.195 0.257 0.279]
Step   41000 (bc17.7)s  | [R_te] min: 209.75          max: 3865.57        Avg: 1110.61 (424.68)    | [MSE_tr]  0.0990    | w_noise: [0.001 0.001 0.001 0.005 0.013 0.053 0.070 0.193 0.258 0.279]
Step   42000 (bc17.7)s  | [R_te] min: 290.52          max: 4162.62        Avg: 2628.75 (475.33)    | [MSE_tr]  0.0985    | w_noise: [0.001 0.001 0.001 0.005 0.013 0.053 0.071 0.193 0.257 0.280]
