Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] min: 9.98           max: 10.00          Avg: 9.99 (0.00)          | w_noise: 0.36788
Step    5000 (g2.9+d6.7)s         | [D] min: 2.26       max: 2.69      | [R_te] min: 9.98           max: 10.00          Avg: 9.99 (0.00)          | w_noise: 0.37075
Step   10000 (g4.3+d6.4)s         | [D] min: 1.61       max: 3.45      | [R_te] min: 9.04           max: 9.41           Avg: 9.24 (0.04)          | w_noise: 0.35151
Step   15000 (g7.7+d10.0)s        | [D] min: 1.10       max: 4.04      | [R_te] min: 263.26         max: 699.13         Avg: 649.05 (40.70)       | w_noise: 0.32770
Step   20000 (g5.8+d7.8)s         | [D] min: 1.22       max: 4.07      | [R_te] min: 365.39         max: 660.00         Avg: 464.15 (25.28)       | w_noise: 0.30386
Step   25000 (g3.3+d6.7)s         | [D] min: 1.33       max: 3.77      | [R_te] min: 532.70         max: 698.99         Avg: 602.36 (16.29)       | w_noise: 0.28051
Step   30000 (g3.9+d7.2)s         | [D] min: 1.37       max: 3.99      | [R_te] min: 439.64         max: 495.01         Avg: 477.10 (6.85)        | w_noise: 0.25882
Step   35000 (g4.7+d7.1)s         | [D] min: 1.30       max: 3.91      | [R_te] min: 343.40         max: 467.54         Avg: 384.69 (11.34)       | w_noise: 0.23897
Step   40000 (g5.0+d7.2)s         | [D] min: 1.38       max: 3.72      | [R_te] min: 304.43         max: 560.89         Avg: 391.14 (25.14)       | w_noise: 0.22072
Step   45000 (g5.0+d8.6)s         | [D] min: 1.43       max: 3.87      | [R_te] min: 397.76         max: 486.94         Avg: 465.13 (8.71)        | w_noise: 0.20407
Step   50000 (g7.1+d7.9)s         | [D] min: 1.21       max: 3.95      | [R_te] min: 236.33         max: 629.59         Avg: 521.72 (32.30)       | w_noise: 0.18882
Step   55000 (g6.7+d8.1)s         | [D] min: 1.05       max: 3.92      | [R_te] min: 362.79         max: 568.69         Avg: 484.07 (24.59)       | w_noise: 0.17768
Step   60000 (g8.0+d8.8)s         | [D] min: 1.12       max: 3.96      | [R_te] min: 250.68         max: 566.37         Avg: 428.04 (31.73)       | w_noise: 0.16466
Step   65000 (g7.4+d8.9)s         | [D] min: 1.39       max: 3.68      | [R_te] min: 197.80         max: 450.33         Avg: 326.93 (22.75)       | w_noise: 0.15284
Step   70000 (g6.7+d10.1)s        | [D] min: 1.26       max: 4.00      | [R_te] min: 238.37         max: 264.35         Avg: 251.84 (2.69)        | w_noise: 0.14205
Step   75000 (g4.7+d7.1)s         | [D] min: 1.15       max: 3.87      | [R_te] min: 253.94         max: 358.91         Avg: 287.28 (8.92)        | w_noise: 0.13197
Step   80000 (g2.9+d7.5)s         | [D] min: 1.01       max: 4.02      | [R_te] min: 356.17         max: 568.38         Avg: 471.39 (23.84)       | w_noise: 0.12289
Step   85000 (g10.7+d10.3)s       | [D] min: 1.21       max: 4.09      | [R_te] min: -16.61         max: 483.31         Avg: 232.24 (55.87)       | w_noise: 0.11457
Step   90000 (g3.7+d7.8)s         | [D] min: 1.32       max: 3.93      | [R_te] min: 302.51         max: 355.98         Avg: 336.82 (5.66)        | w_noise: 0.10844
Step   95000 (g4.4+d5.9)s         | [D] min: 1.27       max: 3.94      | [R_te] min: 57.19          max: 358.55         Avg: 303.15 (26.65)       | w_noise: 0.10278
Step  100000 (g5.7+d8.6)s         | [D] min: 1.35       max: 3.96      | [R_te] min: 307.24         max: 365.80         Avg: 339.21 (5.65)        | w_noise: 0.09619
Step  105000 (g5.5+d9.7)s         | [D] min: 1.32       max: 3.91      | [R_te] min: 303.90         max: 337.01         Avg: 319.28 (3.14)        | w_noise: 0.09009
Step  110000 (g6.9+d8.3)s         | [D] min: 1.30       max: 3.92      | [R_te] min: 359.96         max: 373.85         Avg: 369.78 (1.16)        | w_noise: 0.08452
Step  115000 (g7.7+d7.9)s         | [D] min: 1.31       max: 3.75      | [R_te] min: 346.36         max: 397.75         Avg: 369.63 (3.96)        | w_noise: 0.07949
Step  120000 (g7.5+d8.1)s         | [D] min: 1.39       max: 3.67      | [R_te] min: 338.44         max: 411.68         Avg: 379.53 (7.61)        | w_noise: 0.07481
Step  125000 (g7.2+d8.8)s         | [D] min: 1.32       max: 3.81      | [R_te] min: 274.01         max: 380.88         Avg: 340.63 (13.04)       | w_noise: 0.07058
Step  130000 (g4.3+d7.6)s         | [D] min: 1.22       max: 3.93      | [R_te] min: 279.30         max: 422.54         Avg: 341.92 (12.02)       | w_noise: 0.06668
Step  135000 (g4.2+d6.8)s         | [D] min: 1.32       max: 3.74      | [R_te] min: -6.93          max: 492.04         Avg: 315.72 (51.64)       | w_noise: 0.06311
