Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] min: 9.98           max: 10.00          Avg: 9.99 (0.00)          | w_noise: 0.36788
Step    5000 (g6.9+d9.1)s         | [D] min: 2.25       max: 2.71      | [R_te] min: 9.98           max: 10.00          Avg: 9.99 (0.00)          | w_noise: 0.36788
Step   10000 (g6.2+d8.8)s         | [D] min: 1.87       max: 3.30      | [R_te] min: 90.43          max: 407.85         Avg: 228.30 (30.66)       | w_noise: 0.35157
Step   15000 (g6.1+d7.0)s         | [D] min: 1.03       max: 3.61      | [R_te] min: 238.54         max: 666.02         Avg: 506.91 (52.84)       | w_noise: 0.32782
Step   20000 (g6.6+d7.4)s         | [D] min: 1.60       max: 3.78      | [R_te] min: 621.57         max: 697.61         Avg: 670.15 (7.66)        | w_noise: 0.30350
Step   25000 (g6.9+d9.5)s         | [D] min: 1.30       max: 3.75      | [R_te] min: 622.54         max: 788.51         Avg: 697.50 (12.88)       | w_noise: 0.28023
Step   30000 (g7.3+d8.9)s         | [D] min: 1.20       max: 3.80      | [R_te] min: 333.72         max: 440.45         Avg: 397.86 (8.16)        | w_noise: 0.25851
Step   35000 (g5.9+d7.6)s         | [D] min: 1.33       max: 3.61      | [R_te] min: 399.65         max: 412.97         Avg: 403.63 (1.12)        | w_noise: 0.23860
Step   40000 (g8.6+d9.0)s         | [D] min: 1.04       max: 3.53      | [R_te] min: 289.78         max: 480.88         Avg: 354.78 (15.23)       | w_noise: 0.22035
Step   45000 (g5.2+d7.3)s         | [D] min: 0.91       max: 3.85      | [R_te] min: 307.39         max: 411.07         Avg: 324.48 (9.69)        | w_noise: 0.20699
Step   50000 (g7.1+d8.7)s         | [D] min: 1.19       max: 3.59      | [R_te] min: 309.06         max: 324.49         Avg: 316.44 (1.60)        | w_noise: 0.19141
Step   55000 (g3.8+d5.8)s         | [D] min: 1.02       max: 3.48      | [R_te] min: 299.09         max: 320.53         Avg: 311.14 (2.03)        | w_noise: 0.17996
Step   60000 (g3.0+d5.7)s         | [D] min: 0.99       max: 3.32      | [R_te] min: 314.93         max: 392.09         Avg: 337.17 (7.87)        | w_noise: 0.17196
Step   65000 (g5.6+d10.5)s        | [D] min: 1.06       max: 3.14      | [R_te] min: 279.52         max: 378.97         Avg: 326.74 (9.40)        | w_noise: 0.15942
Step   70000 (g6.0+d7.6)s         | [D] min: 0.91       max: 3.23      | [R_te] min: 326.53         max: 508.85         Avg: 392.62 (19.42)       | w_noise: 0.14790
Step   75000 (g4.9+d7.7)s         | [D] min: 1.16       max: 3.67      | [R_te] min: 325.23         max: 608.59         Avg: 454.46 (30.20)       | w_noise: 0.13949
