Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] min: 9.99           max: 10.00          Avg: 9.99 (0.00)          | w_noise: 0.36788
Step    5000 (g5.3+d10.5)s        | [D] min: 2.16       max: 2.66      | [R_te] min: 9.99           max: 10.00          Avg: 9.99 (0.00)          | w_noise: 0.36790
Step   10000 (g3.4+d9.3)s         | [D] min: 1.59       max: 3.05      | [R_te] min: 8.71           max: 9.25           Avg: 9.02 (0.05)          | w_noise: 0.35142
Step   15000 (g1.7+d4.5)s         | [D] min: 1.26       max: 3.80      | [R_te] min: 9.77           max: 10.03          Avg: 9.92 (0.02)          | w_noise: 0.33696
Step   20000 (g7.0+d10.0)s        | [D] min: 1.35       max: 3.38      | [R_te] min: 529.33         max: 691.93         Avg: 635.78 (14.96)       | w_noise: 0.31273
Step   25000 (g2.5+d6.1)s         | [D] min: 1.48       max: 3.46      | [R_te] min: 496.37         max: 593.62         Avg: 528.75 (8.68)        | w_noise: 0.29374
Step   30000 (g3.4+d6.3)s         | [D] min: 1.19       max: 3.30      | [R_te] min: 469.17         max: 595.83         Avg: 553.88 (12.35)       | w_noise: 0.27617
Step   35000 (g2.5+d5.0)s         | [D] min: 1.41       max: 3.43      | [R_te] min: 30.73          max: 604.59         Avg: 248.79 (53.15)       | w_noise: 0.25910
Step   40000 (g7.1+d8.6)s         | [D] min: 1.36       max: 3.58      | [R_te] min: 326.91         max: 652.64         Avg: 580.56 (29.03)       | w_noise: 0.23919
Step   45000 (g6.3+d7.0)s         | [D] min: 1.31       max: 3.64      | [R_te] min: 597.65         max: 692.75         Avg: 633.72 (12.27)       | w_noise: 0.22103
Step   50000 (g6.0+d6.6)s         | [D] min: 1.06       max: 3.67      | [R_te] min: 420.74         max: 598.74         Avg: 488.71 (17.09)       | w_noise: 0.20752
Step   55000 (g3.6+d7.5)s         | [D] min: 1.12       max: 3.46      | [R_te] min: 496.96         max: 592.12         Avg: 529.34 (10.36)       | w_noise: 0.19171
Step   60000 (g5.3+d8.9)s         | [D] min: 1.33       max: 3.23      | [R_te] min: 539.72         max: 690.76         Avg: 637.95 (17.90)       | w_noise: 0.17741
Step   65000 (g5.7+d8.1)s         | [D] min: 1.07       max: 3.51      | [R_te] min: 482.40         max: 618.31         Avg: 563.64 (10.27)       | w_noise: 0.16436
Step   70000 (g7.6+d10.3)s        | [D] min: 1.21       max: 3.57      | [R_te] min: 157.60         max: 644.00         Avg: 549.45 (43.85)       | w_noise: 0.15257
Step   75000 (g8.1+d7.2)s         | [D] min: 1.15       max: 3.35      | [R_te] min: 552.79         max: 587.38         Avg: 581.61 (3.11)        | w_noise: 0.14374
Step   80000 (g4.6+d9.0)s         | [D] min: 1.09       max: 3.32      | [R_te] min: 431.75         max: 699.58         Avg: 544.57 (24.39)       | w_noise: 0.13358
Step   85000 (g5.5+d10.0)s        | [D] min: 1.15       max: 3.56      | [R_te] min: 382.87         max: 618.13         Avg: 534.02 (21.45)       | w_noise: 0.12439
Step   90000 (g7.1+d11.0)s        | [D] min: 1.34       max: 3.41      | [R_te] min: 411.75         max: 519.35         Avg: 492.76 (10.94)       | w_noise: 0.11605
