Step       0 (bc0.0)s   | [R_te] min: -1.08           max: 0.71           Avg: -0.10 (0.16)        | [MSE_tr]  0.8173   
Step    1000 (bc5.2)s   | [R_te] min: 3191.79         max: 3255.92        Avg: 3226.88 (6.47)      | [MSE_tr]  0.5249   
Step    2000 (bc5.1)s   | [R_te] min: 3239.74         max: 3329.38        Avg: 3287.26 (6.91)      | [MSE_tr]  0.4689   
Step    3000 (bc5.0)s   | [R_te] min: 3188.66         max: 3246.68        Avg: 3215.76 (5.04)      | [MSE_tr]  0.4561   
Step    4000 (bc5.1)s   | [R_te] min: 3317.68         max: 3386.13        Avg: 3362.57 (5.31)      | [MSE_tr]  0.4521   
Step    5000 (bc5.0)s   | [R_te] min: 3319.83         max: 3439.29        Avg: 3386.50 (9.61)      | [MSE_tr]  0.4487   
Step    6000 (bc5.0)s   | [R_te] min: 3060.94         max: 3427.97        Avg: 3365.09 (32.48)     | [MSE_tr]  0.4453   
Step    7000 (bc4.9)s   | [R_te] min: 3146.42         max: 3417.62        Avg: 3370.16 (24.22)     | [MSE_tr]  0.4424   
Step    8000 (bc4.9)s   | [R_te] min: 3258.58         max: 3313.56        Avg: 3289.73 (5.67)      | [MSE_tr]  0.4408   
Step    9000 (bc4.9)s   | [R_te] min: 3278.66         max: 3317.01        Avg: 3300.65 (3.66)      | [MSE_tr]  0.4403   
Step   10000 (bc5.0)s   | [R_te] min: 2409.48         max: 3268.76        Avg: 3131.30 (76.46)     | [MSE_tr]  0.4380   
Step   11000 (bc4.9)s   | [R_te] min: 3300.54         max: 3428.26        Avg: 3386.20 (10.78)     | [MSE_tr]  0.4380   
Step   12000 (bc4.9)s   | [R_te] min: 3270.24         max: 3374.38        Avg: 3324.74 (9.37)      | [MSE_tr]  0.4367   
Step   13000 (bc4.9)s   | [R_te] min: 2430.94         max: 3292.33        Avg: 3164.10 (77.82)     | [MSE_tr]  0.4354   
Step   14000 (bc5.0)s   | [R_te] min: 3301.00         max: 3386.08        Avg: 3349.61 (8.87)      | [MSE_tr]  0.4350   
Step   15000 (bc5.0)s   | [R_te] min: 3364.39         max: 3466.48        Avg: 3437.86 (9.27)      | [MSE_tr]  0.4357   
Step   16000 (bc5.0)s   | [R_te] min: 2722.51         max: 3293.05        Avg: 3211.94 (52.48)     | [MSE_tr]  0.4342   
Step   17000 (bc4.9)s   | [R_te] min: 3161.09         max: 3236.07        Avg: 3193.46 (7.46)      | [MSE_tr]  0.4338   
Step   18000 (bc5.0)s   | [R_te] min: 3139.97         max: 3437.62        Avg: 3372.64 (25.91)     | [MSE_tr]  0.4337   
Step   19000 (bc5.0)s   | [R_te] min: 2834.54         max: 3393.16        Avg: 3301.08 (50.30)     | [MSE_tr]  0.4337   
Step   20000 (bc5.0)s   | [R_te] min: 3260.87         max: 3320.16        Avg: 3288.23 (6.06)      | [MSE_tr]  0.4337   
Step   21000 (bc4.8)s   | [R_te] min: 3359.58         max: 3413.82        Avg: 3387.51 (5.37)      | [MSE_tr]  0.4337   
Step   22000 (bc4.8)s   | [R_te] min: 3348.43         max: 3425.39        Avg: 3390.21 (8.35)      | [MSE_tr]  0.4337   
Step   23000 (bc4.8)s   | [R_te] min: 2870.04         max: 3242.21        Avg: 3120.62 (30.88)     | [MSE_tr]  0.4333   
Step   24000 (bc4.8)s   | [R_te] min: 3287.65         max: 3368.50        Avg: 3329.81 (7.40)      | [MSE_tr]  0.4326   
Step   25000 (bc4.8)s   | [R_te] min: 3260.60         max: 3344.44        Avg: 3308.87 (7.19)      | [MSE_tr]  0.4330   
Step   26000 (bc4.8)s   | [R_te] min: 3191.10         max: 3272.81        Avg: 3228.91 (9.16)      | [MSE_tr]  0.4325   
